-1.652197583340549798e-04,9.927658643702539471e-05,7.052417720801021144e-04,-1.133606559316125426e-03,-2.016038537781289388e-04,-1.414744336942579095e-04,1.146525436904084760e-03,1.167837958973165979e-03,-2.175912043559574682e-03,-5.964564086938849239e-04,-3.248085439644762845e-05,2.120376304851366632e-04
9.956896508594734814e-05,-1.022394720752633828e-03,1.247622359398369235e-03,-5.498019410217800740e-04,-1.523245556139622096e-03,-1.631536760666892375e-03,-1.809891047746563534e-03,1.397670777634006179e-03,6.114328272155562230e-04,1.940445335185540842e-03,-1.429040024173061250e-03,3.025948973465571916e-04
3.469294105783089777e-02,-2.662530962047963273e-02,8.387681900563909165e-04,7.854365326167575892e-03,1.696249135469467609e-02,7.650563848474661172e-03,-1.797606646254594140e-02,-9.202585699864210961e-03,4.711679202913465411e-03,-2.234062996910773317e-03,-2.410746601971353736e-02,-5.360276947945052071e-03
-4.876142742417774369e-04,4.619692537813818766e-04,-4.202758437715428262e-04,-3.784779210980383389e-04,3.962269422763892504e-04,1.098855926451916846e-03,6.256937846023732800e-04,-1.650829504801245001e-03,-1.338926100849416974e-04,1.954117265366862443e-04,8.526344439679150664e-04,3.475472605333464410e-04
-6.380407593130567323e-02,1.116217390918858021e-01,6.648528450525527378e-02,4.940799855841147836e-02,1.198139186702875392e-01,6.665199632621943149e-02,6.904144258122346667e-02,-1.427236209600189487e-01,8.084909532094208817e-02,-1.406656027923208208e-01,7.556333197149925351e-02,4.936225393035920811e-02
4.425172083495914640e-05,8.647874040951826350e-05,-2.603290994522194490e-03,1.768394061388343800e-03,7.377378011599461383e-04,-7.582164962578185632e-05,1.387167844762914265e-04,-8.076706666154274874e-04,4.577495824023454507e-04,-1.181285354830384927e-03,1.676160667796477077e-03,-1.195213630988729023e-03
-3.365236277634194462e-03,2.885298223858869058e-03,5.615501618088019307e-03,9.113543624754982114e-03,7.035708922040124699e-03,7.819830379376759011e-03,4.698567149256057882e-03,-7.843001842649285904e-03,7.364118562244077043e-03,-1.346395506315173352e-02,4.679282554911729300e-03,8.508340616602187365e-03
-2.365593933490632052e-03,-1.293472964531668448e-03,6.315582708496771591e-04,-7.076127456674523048e-04,-1.190548663735209819e-04,4.300522960998879847e-04,-9.967693798870688477e-04,2.427860581382250516e-05,1.567398070660921353e-03,-5.981402362467187371e-04,6.768078486794283557e-04,-9.861007413582869967e-04
2.352275149012220178e-04,1.291475181434374188e-04,-3.258736310695062375e-04,1.028181425885971861e-03,6.736656855224003966e-04,1.000705507389005548e-03,7.453368020779022312e-04,1.092016005343015271e-04,-6.097913246389157285e-04,4.613694308420344600e-04,1.122613100646455532e-03,5.060752465277392311e-04
1.379121383301530786e-03,-1.286629574822970978e-03,-8.405347357429477804e-04,5.018075286863312064e-04,-1.964711566994828754e-03,-1.100105106916105836e-03,-1.972704790214025328e-03,1.369827326751595943e-03,6.579108736544311831e-04,2.715084959687211631e-03,-1.098227858204356769e-03,7.070798030614237808e-04
